# ==============================================================================
# --- est / hse diff ---
# ==============================================================================
# --- 屋苑與公屋類別 (含有 邨/苑/山莊) ------------------------
九龍站柯士甸道西1號君臨天下18座7樓782室 | 九龍站柯士甸道西1號君臨天下 | 18座7樓782室
湾仔轩尼诗道302-308号 集成大厦22字楼 | 湾仔轩尼诗道302-308号 | 集成大厦22字楼
灣仔 軒尼詩道302-308號集成大廈22字樓 | 灣仔軒尼詩道302-308號 | 集成大廈22字樓
新界荃湾西楼角道202-216号荃昌大厦昌宁商场1楼F23铺 | 新界荃湾西楼角道202-216号 | 荃昌大厦昌宁商场1楼F23铺 
新界荃灣西樓角道202-216號荃昌大廈昌寧商場1樓F23舖 | 新界荃灣西樓角道202-216號 | 荃昌大廈昌寧商場1樓F23舖
香港北角英皇道275号国宾大厦A座15 | 香港北角英皇道275号 | 国宾大厦A座15
香港北角英皇道275號國賓大廈A座15 | 香港北角英皇道275號 | 國賓大廈A座15
九龙尖沙咀 金巴利道26号特备大厦一楼 | 九龙尖沙咀金巴利道26号 | 特备大厦一楼
九龍 尖沙咀金巴利道26號特備大廈一樓 | 九龍尖沙咀金巴利道26號 | 特備大廈一樓
鲗鱼涌英皇道1063号益发大厦C座5楼 | 鲗鱼涌英皇道1063号 | 益发大厦C座5楼
鰂魚涌英皇道1063號益發大廈C座5樓 | 鰂魚涌英皇道1063號 | 益發大廈C座5樓
九龙荔枝角长沙湾道883号亿利工业中心亿利商业大厦10楼1013A室 | 九龙荔枝角长沙湾道883号亿利工业中心 | 亿利商业大厦10楼1013A室
九龍荔枝角長沙灣道883號億利工業中心億利商業大廈10樓1013A室 | 九龍荔枝角長沙灣道883號億利工業中心 | 億利商業大廈10樓1013A室
上环德辅道中121号远东发展大厦18楼1801室 | 上环德辅道中121号 | 远东发展大厦18楼1801室
上環德輔道中121號遠東發展大廈18樓1801室 | 上環德輔道中121號 | 遠東發展大廈18樓1801室
九龙油麻地弥敦道525号宝宁大厦10字楼B室 | 九龙油麻地弥敦道525号 | 宝宁大厦10字楼B室
九龍油麻地彌敦道525號寶寧大廈10字樓B室 | 九龍油麻地彌敦道525號 | 寶寧大廈10字樓B室
香港仔鸭脷洲海怡路18a海怡广场西翼海怡工贸大厦25楼 | 香港仔鸭脷洲海怡路18a | 海怡广场西翼海怡工贸大厦25楼
香港仔鴨脷洲海怡路18a海怡廣場西翼海怡工貿大廈25樓 | 香港仔鴨脷洲海怡路18a | 海怡廣場西翼海怡工貿大廈25樓
香港西环坚尼地城爹核士街1号裕福大厦地下3号铺 | 香港西环坚尼地城爹核士街1号 | 裕福大厦地下3号铺
香港西環堅尼地城爹核士街1號裕福大廈地下3號舖 | 香港西環堅尼地城爹核士街1號 | 裕福大廈地下3號舖
九龙观塘开源道62号骆驼漆大厦1座6楼A室 | 九龙观塘开源道62号 | 骆驼漆大厦1座6楼A室
九龍觀塘開源道62號駱駝漆大廈1座6樓A室 | 九龍觀塘開源道62號 | 駱駝漆大廈1座6樓A室
新界屯门屯喜路2号栢丽广场南翼驼漆大厦15楼 | 新界屯门屯喜路2号栢丽广场 | 南翼驼漆大厦15楼
南翼驼漆大厦15楼 | 南翼 | 驼漆大厦15楼
新界屯門屯喜路2號栢麗廣場南翼駝漆大廈15樓 | 新界屯門屯喜路2號栢麗廣場 | 南翼駝漆大廈15樓
红磡德民街29号德民大厦地下C1铺 | 红磡德民街29号 | 德民大厦地下C1铺
紅磡德民街29號德民大廈地下C1舖 | 紅磡德民街29號 | 德民大廈地下C1舖
香港柴湾柴湾道238号华人永远坟场大厦37楼 |香港柴湾柴湾道238号 | 华人永远坟场大厦37楼
香港柴灣柴灣道238號華人永遠墳場大廈37樓 | 香港柴灣柴灣道238號 | 華人永遠墳場大廈37樓
深水埗长沙湾道226-242号深水埗商业大厦9楼903室 | 深水埗长沙湾道226-242号 | 深水埗商业大厦9楼903室
深水埗長沙灣道226-242號深水埗商業大廈9樓903室 | 深水埗長沙灣道226-242號 | 深水埗商業大廈9樓903室
中环皇后大道中33号万邦行大厦12楼 | 中环皇后大道中33号 | 万邦行大厦12楼
中環皇后大道中33號萬邦行大廈12樓 | 中環皇后大道中33號 | 萬邦行大廈12樓
新界葵涌工业街10-14号华发工业大厦后座22楼06室 | 新界葵涌工业街10-14号 | 华发工业大厦后座22楼06室
新界葵涌工業街10-14號華發工業大廈後座22樓06室 | 新界葵涌工業街10-14號 | 華發工業大廈後座22樓06室
九龙湾宏开道15号九龙湾工业大厦3楼 | 九龙湾宏开道15号 | 九龙湾工业大厦3楼
九龍灣宏開道15號九龍灣工業大廈3樓 | 九龍灣宏開道15號 | 九龍灣工業大廈3樓
大埔安慈路4号昌运大厦 | 大埔安慈路4号 | 昌运大厦
大埔安慈路4號昌運大廈 | 大埔安慈路4號 | 昌運大廈
炮台山英皇道147-151号高峰大厦3楼 | 炮台山英皇道147-151号 | 高峰大厦3楼
炮台山英皇道147-151號高峰大廈3樓 | 炮台山英皇道147-151號 | 高峰大廈3樓
新蒲岗五芳街8号利嘉工业大厦B座4楼 | 新蒲岗五芳街8号 | 利嘉工业大厦B座4楼
新蒲崗五芳街8號利嘉工業大廈B座4樓 | 新蒲崗五芳街8號 | 利嘉工業大廈B座4樓
香港仔大道234号富嘉工业大厦15楼A室 | 香港仔大道234号 | 富嘉工业大厦15楼A室
香港仔大道234號富嘉工業大廈15樓A室 | 香港仔大道234號 | 富嘉工業大廈15樓A室
香港中环干诺道中19-20号冯氏大厦15楼 | 香港中环干诺道中19-20号 | 冯氏大厦15楼
香港中環干諾道中19-20號馮氏大廈15樓 | 香港中環干諾道中19-20號 | 馮氏大廈15樓
湾仔告士打道77-79号华比大厦7楼A室 | 湾仔告士打道77-79号 | 华比大厦7楼A室
灣仔告士打道77-79號華比大廈7樓A室 | 灣仔告士打道77-79號 | 華比大廈7樓A室
#------------------大樓---------------------------------------
中環德輔道中章記大樓4樓A室 | 中環德輔道中 | 章記大樓4樓A室
長沙灣988號櫟榪大樓6樓2室 | 長沙灣988號 | 櫟榪大樓6樓2室
九龙尖沙咀广东道30号新港大樓第一座2楼 | 九龙尖沙咀广东道30号 | 新港大樓第一座2楼
九龍尖沙咀廣東道30號新港大樓7樓A室 | 九龍尖沙咀廣東道30號 | 新港大樓7樓A室
旺角登打士街56号家乐坊大楼8楼801室 | 旺角登打士街56号 | 家乐坊大楼8楼801室
旺角登打士街56號家樂坊大樓8樓801室 | 旺角登打士街56號 | 家樂坊大樓8樓801室
新界火炭山大楼1-35号华乐工业中心A座12楼 | 新界火炭山大楼1-35号 | 华乐工业中心A座12楼
新界火炭大樓1-35號華樂工業中心A座12樓 | 新界火炭大樓1-35號 | 華樂工業中心A座12樓
铜锣湾百德新街22号名珠城大楼4楼 | 铜锣湾百德新街22号 | 名珠城大楼4楼
銅鑼灣百德新街22號名珠城大樓4樓 | 銅鑼灣百德新街22號 | 名珠城大樓4樓
鲗鱼涌华兰路20号华兰中心12楼 | 鲗鱼涌华兰路20号 | 华兰中心12楼
鰂魚涌華蘭路20號華蘭中心12樓 | 鰂魚涌華蘭路20號 | 華蘭中心12樓
土瓜湾炮仗街152号3楼B室 | 土瓜湾炮仗街152号 | 3楼B室
土瓜灣炮仗街152號3樓B室 | 土瓜灣炮仗街152號 | 3樓B室
黄竹坑道40号贵宝工业大楼 | 黄竹坑道40号 | 贵宝工业大楼
黃竹坑道40號貴寶工業大樓 | 黃竹坑道40號 | 貴寶工業大樓
青衣长达路1-33号青衣大樓C座大楼 | 青衣长达路1-33号 | 青衣大樓C座大楼
青衣長達路1-33號青衣大樓C座大樓 | 青衣長達路1-33號 | 青衣大樓C座大樓
苏杭街69号鉴安商业大楼20楼全层 | 苏杭街69号 | 鉴安商业大楼20楼全层
蘇杭街69號鑒安商業大樓20樓全層 | 蘇杭街69號 | 鑒安商業大樓20樓全層
黄埔花园第五期家居庭大楼地下G1号铺 | 黄埔花园第五期 | 家居庭大楼地下G1号铺
黃埔花園第五期家居庭大樓地下G1號舖 | 黃埔花園第五期 | 家居庭大樓地下G1號舖
大埔美丰大楼地下A铺 | 大埔美丰大楼 | 地下A铺
大埔美豐大樓地下A舖 | 大埔美豐大樓 | 地下A舖
长沙湾莎莎大楼18楼 | 长沙湾 | 莎莎大楼18楼
長沙灣莎莎大樓18樓 | 長沙灣 | 莎莎大樓18樓
西环百好大楼1楼C室 | 西环 | 百好大楼1楼C室
西環百好大樓1樓C | 西環 | 百好大樓1樓C
新蒲岗大有街34号新科技广场大楼19楼 | 新蒲岗大有街34号 | 新科技广场大楼19楼
新蒲崗大有街34號新科技廣場大樓19樓 | 新蒲崗大有街34號 | 新科技廣場大樓19樓
油麻地上海街380-390号上海大楼6楼 | 油麻地上海街380-390号 | 上海大楼6楼
油麻地上海街380-390號上海大樓6樓 | 油麻地上海街380-390號 | 上海大樓6樓
中环云咸街75-77号嘉兆大楼2楼 | 中环云咸街75-77号 | 嘉兆大楼2楼
中環雲咸街75-77號嘉兆大樓2樓 | 中環雲咸街75-77號 | 嘉兆大樓2樓
柴湾利众街24号东贸广场大楼32楼3201室 | 柴湾利众街24号 | 东贸广场大楼32楼3201室
柴灣利眾街24號東貿廣場大樓32樓3201室 | 柴灣利眾街24號 | 東貿廣場大樓32樓3201室
屯门建国街同德大楼4楼 | 屯门建国街 | 同德大楼4楼
屯門建國街同德大樓4樓 | 屯門建國街 | 同德大樓4樓
九龙太子道西141号长荣大楼7楼 | 九龙太子道西141号 | 长荣大楼7楼
九龍太子道西141號長榮大樓7樓 | 九龍太子道西141號 | 長榮大樓7樓
筲箕湾道6号利嘉大楼地下5号铺 | 筲箕湾道6号 | 利嘉大楼地下5号铺
筲箕灣道6號利嘉大樓地下5號舖 | 筲箕灣道6號 | 利嘉大樓地下5號舖葵涌禾塘咀街87号名工楼6楼全层 | 葵涌禾塘咀街87号 | 名工楼6楼全层
葵涌禾塘咀街87號名工樓6樓全層 | 葵涌禾塘咀街87號 | 名工樓6樓全層
#-----------------------唐樓---------------------------
長洲中學路冰廠路唐樓3樓 | 長洲中學路冰廠路 | 唐樓3樓
紅磡機利士南路唐樓3樓後座 | 紅磡機利士南路 | 唐樓3樓後座
唐樓3樓後座 機利士南路紅磡 | 紅磡機利士南路 | 唐樓3樓後座
长洲中学路冰厂路唐楼3楼 | 长洲中学路冰厂路 | 唐楼3楼
長洲中學路冰廠路唐樓3樓 | 長洲中學路冰廠路 | 唐樓3樓
红磡机利士南路唐楼3楼后座 | 红磡机利士南路 | 唐楼3楼后座
紅磡機利士南路唐樓3樓後座 | 紅磡機利士南路 | 唐樓3樓後座
深水埗北河街唐楼4楼A室 | 深水埗北河街 | 唐楼4楼A室
深水埗北河街唐樓4樓A室 | 深水埗北河街 | 唐樓4樓A室
旺角通菜街唐楼5楼前座 | 旺角通菜街 | 唐楼5楼前座
旺角通菜街唐樓5樓前座 | 旺角通菜街 | 唐樓5樓前座
油麻地庙街唐楼2楼 | 油麻地庙街 | 唐楼2楼
油麻地廟街唐樓2樓 | 油麻地廟街 | 唐樓2樓
土瓜湾马头围道唐楼6楼连天台 | 土瓜湾马头围道 | 唐楼6楼连天台
土瓜灣馬頭圍道唐樓6樓連天台 | 土瓜灣馬頭圍道 | 唐樓6樓連天台
湾仔庄士敦道唐楼1楼B室 | 湾仔庄士敦道 | 唐楼1楼B室
灣仔莊士敦道唐樓1樓B室 | 灣仔莊士敦道 | 唐樓1樓B室
西营盘皇后大道西唐楼8楼 | 西营盘皇后大道西 | 唐楼8楼
西營盤皇后大道西唐樓8樓 | 西營盤皇后大道西 | 唐樓8樓
北角英皇道唐楼4楼402室 | 北角英皇道 | 唐楼4楼402室
北角英皇道唐樓4樓402室 | 北角英皇道 | 唐樓4樓402室
九龙城衙前围道唐楼7楼 | 九龙城衙前围道 | 唐楼7楼
九龍城衙前圍道唐樓7樓 | 九龍城衙前圍道 | 唐樓7樓
佐敦上海街唐楼2楼后座 | 佐敦上海街 | 唐楼2楼后座
佐敦上海街唐樓2樓後座 | 佐敦上海街 | 唐樓2樓後座
太子西洋菜南街唐楼5楼 | 太子西洋菜南街 | 唐楼5楼
太子西洋菜南街唐樓5樓 | 太子西洋菜南街 | 唐樓5樓
上环永乐街唐楼3楼C室 | 上环永乐街 | 唐楼3楼C室
上環永樂街唐樓3樓C室 | 上環永樂街 | 唐樓3樓C室
铜锣湾骆克道唐楼9楼 | 铜锣湾骆克道 | 唐楼9楼
灣仔軒尼詩道唐樓5樓 | 灣仔軒尼詩道 | 唐樓5樓
油麻地广东道唐楼2楼B室 | 油麻地广东道 | 唐楼2楼B室
油麻地廣東道唐樓2樓B室 | 油麻地廣東道 | 唐樓2樓B室
长洲海傍街唐楼1楼 | 长洲海傍街 | 唐楼1楼
長洲海傍街唐樓1樓 | 長洲海傍街 | 唐樓1樓
土瓜湾炮仗街唐楼4楼前座 | 土瓜湾炮仗街 | 唐楼4楼前座
土瓜灣炮仗街唐樓4樓前座 | 土瓜灣炮仗街 | 唐樓4樓前座
# ------------- 工商物業與混合型非住宅 (工業城/工廈/廣場) -------------------
葵涌貨櫃碼頭路葵順工業大廈6樓B座 | 葵涌貨櫃碼頭路 | 葵順工業大廈6樓B座
新蒲崗五芳街新寶工業大廈11樓4室 | 新蒲崗五芳街 | 新寶工業大廈11樓4室
九龍灣宏開道德福大廈16樓1608室 | 九龍灣宏開道 | 德福大廈16樓1608室
黃竹坑道28號保濟工業大廈15樓 | 黃竹坑道28號 | 保濟工業大廈15樓
屯門建發街11號好景工業大廈A座7樓 | 屯門建發街11號 | 好景工業大廈A座7樓
大角咀洋松街君豪工商大廈3樓B室 | 大角咀洋松街 | 君豪工商大廈3樓B室
荔枝角長裕街億利工業大廈10樓1011室 | 荔枝角長裕街 | 億利工業大廈10樓1011室
觀塘偉業街139號兆發工業大廈4樓E室 | 觀塘偉業街139號 | 兆發工業大廈4樓E室
葵涌大連排道144號金豐工業大廈21樓A2室 | 葵涌大連排道144號 | 金豐工業大廈21樓A2室
新蒲崗六合街六合工業大廈地下C號工廠 | 新蒲崗六合街 | 六合工業大廈地下C號工廠
荃灣白田壩街信義工業大廈3樓 | 荃灣白田壩街 | 信義工業大廈3樓
#--------------------中心----------------------
長沙灣青山道489號香港工業中心B座8樓5室 | 長沙灣青山道489號 | 香港工業中心B座8樓5室
荃灣德士古道海灣工業中心地下3號舖 | 荃灣德士古道 | 海灣工業中心地下3號舖
上環干諾道中信德中心招商局大廈25樓 | 上環干諾道中信德中心 | 招商局大廈25樓
北角英皇道北角城中心12樓 | 北角英皇道 | 北角城中心12樓
佐敦庇利金街8號百利金商業中心閣樓 | 佐敦庇利金街8號 | 百利金商業中心閣樓
尖沙咀廣東道5號海洋中心15樓1501室 | 尖沙咀廣東道5號 | 海洋中心15樓1501室
佐敦庇利金街8号百利金商业中心阁楼 | 佐敦庇利金街8号 | 百利金商业中心阁楼
佐敦庇利金街8號百利金商業中心閣樓 | 佐敦庇利金街8號 | 百利金商業中心閣樓
尖沙咀广东道5号海洋中心15楼1501室 | 尖沙咀广东道5号海洋中心 | 15楼1501室
尖沙咀廣東道5號海洋中心15樓1501室 | 尖沙咀廣東道5號海洋中心 | 15樓1501室
中环皇后大道中99号中环中心50楼 | 中环皇后大道中99号 | 中环中心50楼
中環皇后大道中99號中環中心50樓 | 中環皇后大道中99號 | 中環中心50樓
旺角中心第一期19楼1901室 | 旺角中心第一期 | 19楼1901室
旺角中心第一期19樓1901室 | 旺角中心第一期 | 19樓1901室
香港会议展览中心2楼 | 香港会议展览中心 | 2楼
香港會議展覽中心2樓 | 香港會議展覽中心 | 2樓
国际金融中心二期88楼 | 国际金融中心 | 二期88楼
國際金融中心二期88樓 | 國際金融中心 | 二期88樓
沙田中心商场L3层32C铺 | 沙田中心商场 | L3层32C铺
沙田中心商場L3層32C舖 | 沙田中心商場 | L3層32C舖
上水中心4楼415室 | 上水中心 | 4楼415室
上水中心4樓415室 | 上水中心 | 4樓415室
屯门新平街2号屯门工业中心C座10楼 | 屯门新平街2号 | 屯门工业中心C座10楼
屯門新平街2號屯門工業中心C座10樓3室 | 屯門新平街2號屯門工業中心 | C座10樓3室
尖沙咀梳士巴利道10号香港文化中心行政大楼4楼 | 尖沙咀梳士巴利道10号 | 香港文化中心行政大楼4楼
尖沙咀梳士巴利道10號香港文化中心行政大樓4樓 | 尖沙咀梳士巴利道10號 | 香港文化中心行政大樓4樓
#----------------------廣場------------------------
觀塘開源道觀塘廣場5樓502號舖 | 觀塘開源道觀塘廣場 | 5樓502號舖
觀塘鴻圖道南洋廣場22樓2201室 | 觀塘鴻圖道南洋廣場 | 22樓2201室
观塘开源道观塘广场5楼502号铺 | 观塘开源道观塘广场 | 5楼502号铺
觀塘開源道觀塘廣場5樓502號舖 | 觀塘開源道觀塘廣場 | 5樓502號舖
观塘鸿图道南洋广场22楼2201室 | 观塘鸿图道南洋广场 | 22楼2201室
觀塘鴻圖道南洋廣場22樓2201室 | 觀塘鴻圖道南洋廣場 | 22樓2201室
时代广场1座30楼 | 时代广场 | 1座30楼
時代廣場1座30樓 | 時代廣場 | 1座30樓
新城市广场1期4楼451号铺 | 新城市广场 | 1期4楼451号铺
新城市廣場1期4樓451號舖 | 新城市廣場 | 1期4樓451號舖
荷里活广场3楼301号铺 | 荷里活广场 | 3楼301号铺
荷里活廣場3樓301號舖 | 荷里活廣場 | 3樓301號舖
太古广场一座35楼 | 太古广场 | 一座35楼
太古廣場一座35樓 | 太古廣場 | 一座35樓
九龙湾伟业街33号德福广场2期4楼401铺 | 九龙湾伟业街33号 | 德福广场2期4楼401铺
九龍灣偉業街33號德福廣場2期4樓401舖 | 九龍灣偉業街33號 | 德福廣場2期4樓401舖
荃湾大坝街4-30号荃湾广场6楼601室 | 荃湾大坝街4-30号 | 荃湾广场6楼601室
荃灣大壩街4-30號荃灣廣場6樓601室 | 荃灣大壩街4-30號 | 荃灣廣場6樓601室
长沙湾道833号长沙湾广场第一期8楼 | 长沙湾道833号 | 长沙湾广场第一期8楼
長沙灣道833號長沙灣廣場第一期8樓 | 長沙灣道833號長 | 沙灣廣場第一期8樓
# -------- 亂序與無明顯切分標誌的複雜中文地址or long chinese address ------------
富豪海灣23號屋赤柱黃麻角道88號 | 赤柱黃麻角道88號 | 富豪海灣23號屋
金翠閣14樓C室昂船洲昂運路 | 昂船洲昂運路 | 金翠閣14樓C室
南豐中心19樓1902室 荃灣青山公路 | 荃灣青山公路南豐中心 | 19樓1902室
金利商業大廈5樓尖沙咀金馬倫道18號 | 尖沙咀金馬倫道18號 | 金利商業大廈5樓
新港中心1座1005室尖沙咀廣東道 | 尖沙咀廣東道新港中心 | 1座1005室
始創中心18樓1820室旺角彌敦道750號 | 旺角彌敦道750號始創中心 | 18樓1820室
東達工業大廈4樓406室鰂魚涌渣華道| 鰂魚涌渣華道 | 東達工業大廈4樓406室
葵涌葵喜街1號嘉里城大廈B座3樓 | 葵涌葵喜街1號 | 嘉里城大廈B座3樓
石塘咀薄扶林道西銘大廈地下 | 石塘咀薄扶林道 | 西銘大廈地下
中港城4座6樓尖沙咀廣東道 | 尖沙咀廣東道中港城 | 4座6樓
新成大廈15樓C室筲箕灣耀東街 | 筲箕灣耀東街 | 新成大廈15樓C室
